"Country","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000"
"Tunisia","111.7","121.6","117.5","117.4","115.6","104.9","102.9","104.9","94.5","86.1","84.7","82.9","73.2","60.7","54.9","52.8"
"Turkey","99.4","118.1","119.6","109.3","111.0",,"97.5","155.8","160.1","129.9","117.7","84.8","68.7",,,
"Turkmenistan","307.1","318.5","268.3","232.2","203.5","168.0","146.6","213.9","207.5","305.0","271.8","245.8","141.9","86.4","80.9","40.9"
"Tuvalu","16.5","18.6","19.6","20.2","20.7","15.4","13.6","18.6","15.2","10.9","15.2","16.0","17.1","12.9","9.4","1.9"
"Uganda","21.5","25.1","22.9","24.3","20.6","22.8","32.9","33.2","28.5","23.4","20.7","16.7","14.0","12.4","10.1","9.1"
"Ukraine","64.0","94.5","127.5","115.9","99.6","77.7","68.9","88.9","74.6","58.0","48.0","37.9","30.5","25.8","22.9","18.5"
"United Arab Emirates","403.1","468.3","436.2","395.8","409.3","396.1","352.5","483.6","452.5","420.7","394.9","381.9","340.5","329.9","177.4","243.7"
"United Kingdom of Great Britain and Northern Ireland","855.4","898.5","830.9","580.6","551.7","502.8","484.4","565.7","629.9","516.7","503.9","483.7","429.6","355.1","318.0","304.6"
"United Republic of Tanzania","8.9","10.2","10.9","11.4","12.7","11.9","11.4","11.6","10.2","9.1","9.3","8.7","8.9","7.2","6.2","5.0"
"United States of America","4734.0","4531.1","4414.7","4343.4","4195.3","4092.1","3979.3","3904.0","3848.8","3662.8","3525.7","3342.1","3162.4","2925.6","2695.7","2547.1"
"Uruguay","385.6","417.5","441.4","423.0","427.8","385.8","314.9","268.8","261.2","236.3","217.8","180.5","166.1","194.8","307.1","338.1"
"Uzbekistan","60.7","58.4","51.3","47.9","41.3","35.7","30.1","25.3","20.7","19.2","15.2","13.1","10.9","11.4","12.6","15.3"
"Vanuatu","11.9","12.6","13.0","12.9","13.3","12.1","10.2","10.1","9.4","8.5","8.4","8.1","7.3","6.4","6.0","6.2"
"Venezuela (Bolivarian Republic of)","509.0","290.3","228.0","253.3","278.8","370.6","357.5","284.7","209.6","155.8","125.3","103.5","87.0","96.4","133.7","122.7"
"Viet Nam","55.4","54.3","56.7","46.1","34.9","30.7","25.1","23.0","19.3","16.5","13.6","11.2","8.7","7.6","7.7","7.3"
"Yemen","59.1","61.8","59.3","53.6","47.3","50.7","49.3","48.3","40.7","33.5","28.0","23.8","19.6","13.4","12.5","11.6"
"Zambia","27.2","36.7","39.0","37.0","37.1","32.3","22.1","24.6","20.4","21.3","16.3","13.7","10.7","9.3","10.4","10.5"
"Zimbabwe","39.6","36.7","36.2","39.0","39.4","43.0",,,,,,,,,,
